"event_id","event_nm","event_start_dtm","event_end_dtm"
EV-220612,event 20222-06-12,"2022-06-12 08:02:00","2022-06-12 08:42:00"
EV-220613,event 20222-06-13,"2022-06-13 08:08:00","2022-06-13 11:45:00"
EV-220614,event 20222-06-14,"2022-06-14 08:00:00","2022-06-14 10:50:00"
EV-220615,event 20222-06-15,"2022-06-15 08:00:00","2022-06-15 12:30:00"
EV-220616,event 20222-06-16,"2022-06-16 08:30:00","2022-06-16 11:02:00"
EV-220617,event 20222-06-17,"2022-06-17 08:00:00","2022-06-17 10:40:00"
EV-220619,event 20222-06-19,"2022-06-19 08:09:00","2022-06-19 08:44:00"
EV-220620,event 20222-06-20,"2022-06-20 08:18:00","2022-06-20 08:50:00"
EV-220621,event 20222-06-21,"2022-06-21 08:00:00","2022-06-21 11:25:00"
EV-220622,event 20222-06-22,"2022-06-22 08:00:00","2022-06-22 12:16:00"
EV-220623,event 20222-06-23,"2022-06-23 08:00:00","2022-06-23 13:00:00"
EV-220624,event 20222-06-24,"2022-06-24 08:12:00","2022-06-24 12:00:00"
EV-220625,event 20222-06-25,"2022-06-25 08:00:00","2022-06-25 13:35:00"
EV-220626,event 20222-06-26,"2022-06-26 08:16:00","2022-06-26 10:36:00"
EV-220627,event 20222-06-27,"2022-06-27 08:00:00","2022-06-27 11:30:00"
EV-220628,event 20222-06-28,"2022-06-28 08:16:00","2022-06-28 10:08:00"
EV-220629,event 20222-06-29,"2022-06-29 08:00:00","2022-06-29 12:50:00"
EV-220630,event 20222-06-30,"2022-06-30 08:04:00","2022-06-30 11:50:00"
EV-220701,event 20222-07-01,"2022-07-01 08:08:00","2022-07-01 10:00:00"
EV-220702,event 20222-07-02,"2022-07-02 08:02:00","2022-07-02 08:45:00"
EV-220703,event 20222-07-03,"2022-07-03 08:00:00","2022-07-03 11:50:00"
EV-220704,event 20222-07-04,"2022-07-04 08:00:00","2022-07-04 10:50:00"
EV-220705,event 20222-07-05,"2022-07-05 08:00:00","2022-07-05 12:30:00"
EV-220706,event 20222-07-06,"2022-07-06 08:30:00","2022-07-06 11:02:00"
EV-220707,event 20222-07-07,"2022-07-07 08:00:00","2022-07-07 10:40:00"
EV-220708,event 20222-07-08,"2022-07-08 08:00:00","2022-07-08 08:00:00"
EV-220709,event 20222-07-09,"2022-07-09 08:12:00","2022-07-09 08:48:00"
EV-220710,event 20222-07-10,"2022-07-10 08:21:00","2022-07-10 08:54:00"
EV-220711,event 20222-07-11,"2022-07-11 08:00:00","2022-07-11 11:25:00"
EV-220712,event 20222-07-12,"2022-07-12 08:00:00","2022-07-12 12:24:00"
EV-220713,event 20222-07-13,"2022-07-13 08:00:00","2022-07-13 13:00:00"
EV-220714,event 20222-07-14,"2022-07-14 08:24:00","2022-07-14 12:00:00"
EV-220715,event 20222-07-15,"2022-07-15 08:00:00","2022-07-15 13:35:00"
EV-220716,event 20222-07-16,"2022-07-16 08:16:00","2022-07-16 10:36:00"
EV-220717,event 20222-07-17,"2022-07-17 08:00:00","2022-07-17 11:30:00"
EV-220718,event 20222-07-18,"2022-07-18 08:16:00","2022-07-18 10:08:00"
EV-220719,event 20222-07-19,"2022-07-19 08:00:00","2022-07-19 12:50:00"
EV-220720,event 20222-07-20,"2022-07-20 08:04:00","2022-07-20 11:50:00"
EV-220721,event 20222-07-21,"2022-07-21 08:00:00","2022-07-21 13:40:00"
EV-220723,event 20222-07-23,"2022-07-23 08:00:00","2022-07-23 10:55:00"
EV-220724,event 20222-07-24,"2022-07-24 08:44:00","2022-07-24 09:08:00"
EV-220725,event 20222-07-25,"2022-07-25 08:00:00","2022-07-25 11:00:00"
EV-220726,event 20222-07-26,"2022-07-26 08:12:00","2022-07-26 09:36:00"
EV-220727,event 20222-07-27,"2022-07-27 08:00:00","2022-07-27 11:40:00"
EV-220728,event 20222-07-28,"2022-07-28 08:04:00","2022-07-28 10:24:00"
EV-220729,event 20222-07-29,"2022-07-29 08:09:00","2022-07-29 08:27:00"
EV-220730,event 20222-07-30,"2022-07-30 09:20:00","2022-07-30 10:00:00"
EV-220731,event 20222-07-31,"2022-07-31 08:08:00","2022-07-31 10:00:00"
EV-220801,event 20222-08-01,"2022-08-01 08:00:00","2022-08-01 11:25:00"
EV-220802,event 20222-08-02,"2022-08-02 08:00:00","2022-08-02 12:24:00"
EV-220803,event 20222-08-03,"2022-08-03 08:00:00","2022-08-03 13:20:00"
EV-220804,event 20222-08-04,"2022-08-04 08:24:00","2022-08-04 12:00:00"
EV-220805,event 20222-08-05,"2022-08-05 08:00:00","2022-08-05 13:35:00"
EV-220806,event 20222-08-06,"2022-08-06 08:16:00","2022-08-06 10:36:00"
EV-220807,event 20222-08-07,"2022-08-07 08:00:00","2022-08-07 11:30:00"
EV-220808,event 20222-08-08,"2022-08-08 08:16:00","2022-08-08 10:08:00"
EV-220809,event 20222-08-09,"2022-08-09 08:00:00","2022-08-09 12:50:00"
EV-220810,event 20222-08-10,"2022-08-10 08:04:00","2022-08-10 11:50:00"
EV-220811,event 20222-08-11,"2022-08-11 08:00:00","2022-08-11 13:40:00"
EV-220813,event 20222-08-13,"2022-08-13 08:00:00","2022-08-13 10:55:00"
EV-220814,event 20222-08-14,"2022-08-14 08:44:00","2022-08-14 09:08:00"
EV-220815,event 20222-08-15,"2022-08-15 08:00:00","2022-08-15 11:00:00"
EV-220816,event 20222-08-16,"2022-08-16 08:12:00","2022-08-16 09:36:00"
EV-220817,event 20222-08-17,"2022-08-17 08:00:00","2022-08-17 11:40:00"
EV-220818,event 20222-08-18,"2022-08-18 08:04:00","2022-08-18 10:24:00"
EV-220819,event 20222-08-19,"2022-08-19 08:09:00","2022-08-19 08:27:00"
EV-220820,event 20222-08-20,"2022-08-20 09:20:00","2022-08-20 10:00:00"
EV-220821,event 20222-08-21,"2022-08-21 08:08:00","2022-08-21 10:00:00"
EV-220822,event 20222-08-22,"2022-08-22 08:02:00","2022-08-22 08:45:00"
EV-220823,event 20222-08-23,"2022-08-23 08:00:00","2022-08-23 11:55:00"
EV-220824,event 20222-08-24,"2022-08-24 08:00:00","2022-08-24 10:50:00"
EV-220825,event 20222-08-25,"2022-08-25 08:00:00","2022-08-25 12:35:00"
EV-220826,event 20222-08-26,"2022-08-26 08:30:00","2022-08-26 11:02:00"
EV-220827,event 20222-08-27,"2022-08-27 08:00:00","2022-08-27 10:40:00"
EV-220828,event 20222-08-28,"2022-08-28 08:00:00","2022-08-28 08:04:00"
EV-220829,event 20222-08-29,"2022-08-29 08:12:00","2022-08-29 08:48:00"
EV-220830,event 20222-08-30,"2022-08-30 08:21:00","2022-08-30 08:54:00"
EV-220831,event 20222-08-31,"2022-08-31 08:00:00","2022-08-31 11:25:00"
EV-220901,event 20222-09-01,"2022-09-01 08:00:00","2022-09-01 13:40:00"
EV-220903,event 20222-09-03,"2022-09-03 08:00:00","2022-09-03 10:55:00"
EV-220904,event 20222-09-04,"2022-09-04 08:44:00","2022-09-04 09:08:00"
EV-220905,event 20222-09-05,"2022-09-05 08:00:00","2022-09-05 11:00:00"
EV-220906,event 20222-09-06,"2022-09-06 08:12:00","2022-09-06 09:36:00"
EV-220907,event 20222-09-07,"2022-09-07 08:00:00","2022-09-07 11:40:00"
EV-220908,event 20222-09-08,"2022-09-08 08:04:00","2022-09-08 10:24:00"
EV-220909,event 20222-09-09,"2022-09-09 08:09:00","2022-09-09 08:27:00"
EV-220910,event 20222-09-10,"2022-09-10 09:20:00","2022-09-10 10:00:00"
EV-220911,event 20222-09-11,"2022-09-11 08:08:00","2022-09-11 10:00:00"
EV-220912,event 20222-09-12,"2022-09-12 08:02:00","2022-09-12 08:45:00"
EV-220913,event 20222-09-13,"2022-09-13 08:00:00","2022-09-13 11:55:00"
EV-220914,event 20222-09-14,"2022-09-14 08:00:00","2022-09-14 10:50:00"
EV-220915,event 20222-09-15,"2022-09-15 08:00:00","2022-09-15 12:35:00"
EV-220916,event 20222-09-16,"2022-09-16 08:30:00","2022-09-16 11:02:00"
EV-220917,event 20222-09-17,"2022-09-17 08:00:00","2022-09-17 10:40:00"
EV-220918,event 20222-09-18,"2022-09-18 08:00:00","2022-09-18 08:04:00"
EV-220919,event 20222-09-19,"2022-09-19 08:12:00","2022-09-19 08:48:00"
EV-220920,event 20222-09-20,"2022-09-20 08:21:00","2022-09-20 08:54:00"
EV-220921,event 20222-09-21,"2022-09-21 08:00:00","2022-09-21 11:25:00"
EV-220922,event 20222-09-22,"2022-09-22 08:00:00","2022-09-22 12:24:00"
EV-220923,event 20222-09-23,"2022-09-23 08:00:00","2022-09-23 13:20:00"
EV-220924,event 20222-09-24,"2022-09-24 08:24:00","2022-09-24 12:00:00"
EV-220925,event 20222-09-25,"2022-09-25 08:00:00","2022-09-25 13:35:00"
EV-220926,event 20222-09-26,"2022-09-26 08:16:00","2022-09-26 10:36:00"
EV-220927,event 20222-09-27,"2022-09-27 08:00:00","2022-09-27 11:30:00"
EV-220928,event 20222-09-28,"2022-09-28 08:16:00","2022-09-28 10:08:00"
EV-220929,event 20222-09-29,"2022-09-29 08:00:00","2022-09-29 12:50:00"
EV-220930,event 20222-09-30,"2022-09-30 08:04:00","2022-09-30 11:50:00"
EV-221001,event 20222-10-01,"2022-10-01 08:08:00","2022-10-01 10:00:00"
EV-221002,event 20222-10-02,"2022-10-02 08:02:00","2022-10-02 08:45:00"
EV-221003,event 20222-10-03,"2022-10-03 08:00:00","2022-10-03 11:55:00"
EV-221004,event 20222-10-04,"2022-10-04 08:00:00","2022-10-04 10:50:00"
EV-221005,event 20222-10-05,"2022-10-05 08:00:00","2022-10-05 12:35:00"
EV-221006,event 20222-10-06,"2022-10-06 08:30:00","2022-10-06 11:02:00"
EV-221007,event 20222-10-07,"2022-10-07 08:00:00","2022-10-07 10:40:00"
EV-221008,event 20222-10-08,"2022-10-08 08:00:00","2022-10-08 08:04:00"
EV-221009,event 20222-10-09,"2022-10-09 08:12:00","2022-10-09 08:48:00"
EV-221010,event 20222-10-10,"2022-10-10 08:21:00","2022-10-10 08:54:00"
EV-221011,event 20222-10-11,"2022-10-11 08:00:00","2022-10-11 11:25:00"
EV-221012,event 20222-10-12,"2022-10-12 08:00:00","2022-10-12 12:24:00"
EV-221013,event 20222-10-13,"2022-10-13 08:00:00","2022-10-13 13:20:00"
EV-221014,event 20222-10-14,"2022-10-14 08:24:00","2022-10-14 12:00:00"
EV-221015,event 20222-10-15,"2022-10-15 08:00:00","2022-10-15 13:35:00"
EV-221016,event 20222-10-16,"2022-10-16 08:16:00","2022-10-16 10:36:00"
EV-221017,event 20222-10-17,"2022-10-17 08:00:00","2022-10-17 11:30:00"
EV-221018,event 20222-10-18,"2022-10-18 08:16:00","2022-10-18 10:08:00"
EV-221019,event 20222-10-19,"2022-10-19 08:00:00","2022-10-19 12:50:00"
EV-221020,event 20222-10-20,"2022-10-20 08:04:00","2022-10-20 11:50:00"
EV-221021,event 20222-10-21,"2022-10-21 08:00:00","2022-10-21 13:40:00"
EV-221023,event 20222-10-23,"2022-10-23 08:00:00","2022-10-23 10:55:00"
EV-221024,event 20222-10-24,"2022-10-24 08:44:00","2022-10-24 09:08:00"
EV-221025,event 20222-10-25,"2022-10-25 08:00:00","2022-10-25 11:00:00"
EV-221026,event 20222-10-26,"2022-10-26 08:12:00","2022-10-26 09:36:00"
EV-221027,event 20222-10-27,"2022-10-27 08:00:00","2022-10-27 11:40:00"
EV-221028,event 20222-10-28,"2022-10-28 08:04:00","2022-10-28 10:24:00"
EV-221029,event 20222-10-29,"2022-10-29 08:09:00","2022-10-29 08:27:00"
EV-221030,event 20222-10-30,"2022-10-30 09:20:00","2022-10-30 10:00:00"
EV-221031,event 20222-10-31,"2022-10-31 08:08:00","2022-10-31 10:00:00"
EV-221101,event 20222-11-01,"2022-11-01 08:00:00","2022-11-01 11:25:00"
EV-221102,event 20222-11-02,"2022-11-02 08:00:00","2022-11-02 12:24:00"
EV-221103,event 20222-11-03,"2022-11-03 08:00:00","2022-11-03 13:20:00"
EV-221104,event 20222-11-04,"2022-11-04 08:24:00","2022-11-04 12:00:00"
EV-221105,event 20222-11-05,"2022-11-05 08:00:00","2022-11-05 13:35:00"
EV-221106,event 20222-11-06,"2022-11-06 08:16:00","2022-11-06 10:36:00"
EV-221107,event 20222-11-07,"2022-11-07 08:00:00","2022-11-07 11:30:00"
EV-221108,event 20222-11-08,"2022-11-08 08:16:00","2022-11-08 10:08:00"
EV-221109,event 20222-11-09,"2022-11-09 08:00:00","2022-11-09 12:50:00"
EV-221110,event 20222-11-10,"2022-11-10 08:04:00","2022-11-10 11:50:00"
EV-221111,event 20222-11-11,"2022-11-11 08:00:00","2022-11-11 13:40:00"
EV-221113,event 20222-11-13,"2022-11-13 08:00:00","2022-11-13 10:55:00"
EV-221114,event 20222-11-14,"2022-11-14 08:44:00","2022-11-14 09:08:00"
EV-221115,event 20222-11-15,"2022-11-15 08:00:00","2022-11-15 11:00:00"
EV-221116,event 20222-11-16,"2022-11-16 08:12:00","2022-11-16 09:36:00"
EV-221117,event 20222-11-17,"2022-11-17 08:00:00","2022-11-17 11:40:00"
EV-221118,event 20222-11-18,"2022-11-18 08:04:00","2022-11-18 10:24:00"
EV-221119,event 20222-11-19,"2022-11-19 08:09:00","2022-11-19 08:27:00"
EV-221120,event 20222-11-20,"2022-11-20 09:20:00","2022-11-20 10:00:00"
EV-221121,event 20222-11-21,"2022-11-21 08:08:00","2022-11-21 10:00:00"
EV-221122,event 20222-11-22,"2022-11-22 08:02:00","2022-11-22 08:45:00"
EV-221123,event 20222-11-23,"2022-11-23 08:00:00","2022-11-23 11:55:00"
EV-221124,event 20222-11-24,"2022-11-24 08:00:00","2022-11-24 10:50:00"
EV-221125,event 20222-11-25,"2022-11-25 08:00:00","2022-11-25 12:35:00"
EV-221126,event 20222-11-26,"2022-11-26 08:30:00","2022-11-26 11:02:00"
EV-221127,event 20222-11-27,"2022-11-27 08:00:00","2022-11-27 10:40:00"
EV-221128,event 20222-11-28,"2022-11-28 08:00:00","2022-11-28 08:04:00"
EV-221129,event 20222-11-29,"2022-11-29 08:12:00","2022-11-29 08:48:00"
EV-221130,event 20222-11-30,"2022-11-30 08:21:00","2022-11-30 08:54:00"
EV-221201,event 20222-12-01,"2022-12-01 08:00:00","2022-12-01 13:40:00"
EV-221203,event 20222-12-03,"2022-12-03 08:00:00","2022-12-03 10:55:00"
EV-221204,event 20222-12-04,"2022-12-04 08:44:00","2022-12-04 09:08:00"
EV-221205,event 20222-12-05,"2022-12-05 08:00:00","2022-12-05 11:00:00"
EV-221206,event 20222-12-06,"2022-12-06 08:12:00","2022-12-06 09:36:00"
EV-221207,event 20222-12-07,"2022-12-07 08:00:00","2022-12-07 11:40:00"
EV-221208,event 20222-12-08,"2022-12-08 08:00:00","2022-12-08 10:24:00"
EV-221209,event 20222-12-09,"2022-12-09 08:00:00","2022-12-09 08:27:00"
EV-221210,event 20222-12-10,"2022-12-10 09:20:00","2022-12-10 10:00:00"
EV-221211,event 20222-12-11,"2022-12-11 08:00:00","2022-12-11 10:00:00"
EV-221212,event 20222-12-12,"2022-12-12 08:02:00","2022-12-12 08:45:00"
EV-221213,event 20222-12-13,"2022-12-13 08:00:00","2022-12-13 11:55:00"
EV-221214,event 20222-12-14,"2022-12-14 08:00:00","2022-12-14 10:50:00"
EV-221215,event 20222-12-15,"2022-12-15 08:00:00","2022-12-15 12:35:00"
EV-221216,event 20222-12-16,"2022-12-16 08:30:00","2022-12-16 11:02:00"
EV-221217,event 20222-12-17,"2022-12-17 08:00:00","2022-12-17 10:40:00"
EV-221218,event 20222-12-18,"2022-12-18 08:00:00","2022-12-18 08:04:00"
EV-221219,event 20222-12-19,"2022-12-19 08:00:00","2022-12-19 08:48:00"
EV-221220,event 20222-12-20,"2022-12-20 08:21:00","2022-12-20 08:54:00"
EV-221221,event 20222-12-21,"2022-12-21 08:00:00","2022-12-21 11:25:00"
EV-221222,event 20222-12-22,"2022-12-22 08:00:00","2022-12-22 12:24:00"
EV-221223,event 20222-12-23,"2022-12-23 08:00:00","2022-12-23 13:20:00"
EV-221224,event 20222-12-24,"2022-12-24 08:16:00","2022-12-24 12:00:00"
EV-221225,event 20222-12-25,"2022-12-25 08:00:00","2022-12-25 13:35:00"
EV-221226,event 20222-12-26,"2022-12-26 08:00:00","2022-12-26 10:36:00"
EV-221227,event 20222-12-27,"2022-12-27 08:00:00","2022-12-27 11:30:00"
EV-221228,event 20222-12-28,"2022-12-28 08:16:00","2022-12-28 10:08:00"
EV-221229,event 20222-12-29,"2022-12-29 08:00:00","2022-12-29 12:50:00"
EV-221230,event 20222-12-30,"2022-12-30 08:00:00","2022-12-30 11:50:00"
EV-221231,event 20222-12-31,"2022-12-31 08:00:00","2022-12-31 13:40:00"
EV-230101,event 20233-01-01,"2023-01-01 08:00:00","2023-01-01 11:25:00"
EV-230102,event 20233-01-02,"2023-01-02 08:00:00","2023-01-02 12:24:00"
EV-230103,event 20233-01-03,"2023-01-03 08:00:00","2023-01-03 13:20:00"
EV-230104,event 20233-01-04,"2023-01-04 08:24:00","2023-01-04 12:00:00"
EV-230105,event 20233-01-05,"2023-01-05 08:00:00","2023-01-05 13:35:00"
EV-230106,event 20233-01-06,"2023-01-06 08:16:00","2023-01-06 10:36:00"
EV-230107,event 20233-01-07,"2023-01-07 08:00:00","2023-01-07 11:30:00"
EV-230108,event 20233-01-08,"2023-01-08 08:16:00","2023-01-08 10:08:00"
EV-230109,event 20233-01-09,"2023-01-09 08:00:00","2023-01-09 12:50:00"
EV-230110,event 20233-01-10,"2023-01-10 08:04:00","2023-01-10 11:50:00"
EV-230111,event 20233-01-11,"2023-01-11 08:00:00","2023-01-11 13:40:00"
EV-230113,event 20233-01-13,"2023-01-13 08:00:00","2023-01-13 10:55:00"
EV-230114,event 20233-01-14,"2023-01-14 08:44:00","2023-01-14 09:08:00"
EV-230115,event 20233-01-15,"2023-01-15 08:00:00","2023-01-15 11:00:00"
EV-230116,event 20233-01-16,"2023-01-16 08:12:00","2023-01-16 09:36:00"
EV-230117,event 20233-01-17,"2023-01-17 08:00:00","2023-01-17 11:40:00"
EV-230118,event 20233-01-18,"2023-01-18 08:04:00","2023-01-18 10:24:00"
EV-230119,event 20233-01-19,"2023-01-19 08:09:00","2023-01-19 08:27:00"
EV-230120,event 20233-01-20,"2023-01-20 09:20:00","2023-01-20 10:00:00"
EV-230121,event 20233-01-21,"2023-01-21 08:08:00","2023-01-21 10:00:00"
EV-230122,event 20233-01-22,"2023-01-22 08:02:00","2023-01-22 08:45:00"
EV-230123,event 20233-01-23,"2023-01-23 08:00:00","2023-01-23 11:55:00"
EV-230124,event 20233-01-24,"2023-01-24 08:00:00","2023-01-24 10:50:00"
EV-230125,event 20233-01-25,"2023-01-25 08:00:00","2023-01-25 12:35:00"
EV-230126,event 20233-01-26,"2023-01-26 08:30:00","2023-01-26 11:02:00"
EV-230127,event 20233-01-27,"2023-01-27 08:00:00","2023-01-27 10:40:00"
EV-230128,event 20233-01-28,"2023-01-28 08:00:00","2023-01-28 08:04:00"
EV-230129,event 20233-01-29,"2023-01-29 08:12:00","2023-01-29 08:48:00"
EV-230130,event 20233-01-30,"2023-01-30 08:21:00","2023-01-30 08:54:00"
EV-230131,event 20233-01-31,"2023-01-31 08:00:00","2023-01-31 11:25:00"
EV-230201,event 20233-02-01,"2023-02-01 08:00:00","2023-02-01 13:40:00"
EV-230203,event 20233-02-03,"2023-02-03 08:00:00","2023-02-03 10:55:00"
EV-230204,event 20233-02-04,"2023-02-04 08:44:00","2023-02-04 09:08:00"
EV-230205,event 20233-02-05,"2023-02-05 08:00:00","2023-02-05 11:00:00"
EV-230206,event 20233-02-06,"2023-02-06 08:12:00","2023-02-06 09:36:00"
EV-230207,event 20233-02-07,"2023-02-07 08:00:00","2023-02-07 11:40:00"
EV-230208,event 20233-02-08,"2023-02-08 08:04:00","2023-02-08 10:24:00"
EV-230209,event 20233-02-09,"2023-02-09 08:09:00","2023-02-09 08:27:00"
EV-230210,event 20233-02-10,"2023-02-10 09:20:00","2023-02-10 10:00:00"
EV-230211,event 20233-02-11,"2023-02-11 08:08:00","2023-02-11 10:00:00"
EV-230212,event 20233-02-12,"2023-02-12 08:02:00","2023-02-12 08:45:00"
EV-230213,event 20233-02-13,"2023-02-13 08:00:00","2023-02-13 11:55:00"
EV-230214,event 20233-02-14,"2023-02-14 08:00:00","2023-02-14 10:50:00"
EV-230215,event 20233-02-15,"2023-02-15 08:00:00","2023-02-15 12:35:00"
EV-230216,event 20233-02-16,"2023-02-16 08:30:00","2023-02-16 11:02:00"
EV-230217,event 20233-02-17,"2023-02-17 08:00:00","2023-02-17 10:40:00"
EV-230218,event 20233-02-18,"2023-02-18 08:00:00","2023-02-18 08:04:00"
EV-230219,event 20233-02-19,"2023-02-19 08:12:00","2023-02-19 08:48:00"
EV-230220,event 20233-02-20,"2023-02-20 08:21:00","2023-02-20 08:54:00"
EV-230221,event 20233-02-21,"2023-02-21 08:00:00","2023-02-21 11:25:00"
EV-230222,event 20233-02-22,"2023-02-22 08:00:00","2023-02-22 12:24:00"
EV-230223,event 20233-02-23,"2023-02-23 08:00:00","2023-02-23 13:20:00"
EV-230224,event 20233-02-24,"2023-02-24 08:24:00","2023-02-24 12:00:00"
EV-230225,event 20233-02-25,"2023-02-25 08:00:00","2023-02-25 13:35:00"
EV-230226,event 20233-02-26,"2023-02-26 08:16:00","2023-02-26 10:36:00"
EV-230227,event 20233-02-27,"2023-02-27 08:00:00","2023-02-27 11:30:00"
EV-230228,event 20233-02-28,"2023-02-28 08:16:00","2023-02-28 10:08:00"
EV-230301,event 20233-03-01,"2023-03-01 08:08:00","2023-03-01 10:00:00"
EV-230302,event 20233-03-02,"2023-03-02 08:02:00","2023-03-02 08:45:00"
EV-230303,event 20233-03-03,"2023-03-03 08:00:00","2023-03-03 11:55:00"
EV-230304,event 20233-03-04,"2023-03-04 08:00:00","2023-03-04 10:50:00"
EV-230305,event 20233-03-05,"2023-03-05 08:00:00","2023-03-05 12:35:00"
EV-230306,event 20233-03-06,"2023-03-06 08:30:00","2023-03-06 11:02:00"
EV-230307,event 20233-03-07,"2023-03-07 08:00:00","2023-03-07 10:40:00"
EV-230308,event 20233-03-08,"2023-03-08 08:00:00","2023-03-08 08:04:00"
EV-230309,event 20233-03-09,"2023-03-09 08:12:00","2023-03-09 08:48:00"
EV-230310,event 20233-03-10,"2023-03-10 08:21:00","2023-03-10 08:54:00"
EV-230311,event 20233-03-11,"2023-03-11 08:00:00","2023-03-11 11:25:00"
EV-230312,event 20233-03-12,"2023-03-12 08:00:00","2023-03-12 12:24:00"
EV-230313,event 20233-03-13,"2023-03-13 08:00:00","2023-03-13 13:20:00"
EV-230314,event 20233-03-14,"2023-03-14 08:24:00","2023-03-14 12:00:00"
EV-230315,event 20233-03-15,"2023-03-15 08:00:00","2023-03-15 13:35:00"
EV-230316,event 20233-03-16,"2023-03-16 08:16:00","2023-03-16 10:36:00"
EV-230317,event 20233-03-17,"2023-03-17 08:00:00","2023-03-17 11:30:00"
EV-230318,event 20233-03-18,"2023-03-18 08:16:00","2023-03-18 10:08:00"
EV-230319,event 20233-03-19,"2023-03-19 08:00:00","2023-03-19 12:50:00"
EV-230320,event 20233-03-20,"2023-03-20 08:04:00","2023-03-20 11:50:00"
EV-230321,event 20233-03-21,"2023-03-21 08:00:00","2023-03-21 13:40:00"
EV-230323,event 20233-03-23,"2023-03-23 08:00:00","2023-03-23 10:55:00"
EV-230324,event 20233-03-24,"2023-03-24 08:44:00","2023-03-24 09:08:00"
EV-230325,event 20233-03-25,"2023-03-25 08:00:00","2023-03-25 11:00:00"
EV-230326,event 20233-03-26,"2023-03-26 08:12:00","2023-03-26 09:36:00"
EV-230327,event 20233-03-27,"2023-03-27 08:00:00","2023-03-27 11:40:00"
EV-230328,event 20233-03-28,"2023-03-28 08:04:00","2023-03-28 10:24:00"
EV-230329,event 20233-03-29,"2023-03-29 08:09:00","2023-03-29 08:27:00"
EV-230330,event 20233-03-30,"2023-03-30 09:20:00","2023-03-30 10:00:00"
EV-230331,event 20233-03-31,"2023-03-31 08:08:00","2023-03-31 10:00:00"
EV-230401,event 20233-04-01,"2023-04-01 08:00:00","2023-04-01 11:25:00"
EV-230402,event 20233-04-02,"2023-04-02 08:00:00","2023-04-02 12:24:00"
EV-230403,event 20233-04-03,"2023-04-03 08:00:00","2023-04-03 13:20:00"
EV-230404,event 20233-04-04,"2023-04-04 08:24:00","2023-04-04 12:00:00"
EV-230405,event 20233-04-05,"2023-04-05 08:00:00","2023-04-05 13:35:00"
EV-230406,event 20233-04-06,"2023-04-06 08:16:00","2023-04-06 10:36:00"
EV-230407,event 20233-04-07,"2023-04-07 08:00:00","2023-04-07 11:30:00"
EV-230408,event 20233-04-08,"2023-04-08 08:16:00","2023-04-08 10:08:00"
EV-230409,event 20233-04-09,"2023-04-09 08:00:00","2023-04-09 12:50:00"
EV-230410,event 20233-04-10,"2023-04-10 08:04:00","2023-04-10 11:50:00"
EV-230411,event 20233-04-11,"2023-04-11 08:00:00","2023-04-11 13:40:00"
EV-230413,event 20233-04-13,"2023-04-13 08:00:00","2023-04-13 10:55:00"
EV-230414,event 20233-04-14,"2023-04-14 08:44:00","2023-04-14 09:08:00"
EV-230415,event 20233-04-15,"2023-04-15 08:00:00","2023-04-15 11:00:00"
EV-230416,event 20233-04-16,"2023-04-16 08:12:00","2023-04-16 09:36:00"
EV-230417,event 20233-04-17,"2023-04-17 08:00:00","2023-04-17 11:40:00"
EV-230418,event 20233-04-18,"2023-04-18 08:04:00","2023-04-18 10:24:00"
EV-230419,event 20233-04-19,"2023-04-19 08:09:00","2023-04-19 08:27:00"
EV-230420,event 20233-04-20,"2023-04-20 09:20:00","2023-04-20 10:00:00"
EV-230421,event 20233-04-21,"2023-04-21 08:08:00","2023-04-21 10:00:00"
EV-230422,event 20233-04-22,"2023-04-22 08:02:00","2023-04-22 08:45:00"
EV-230423,event 20233-04-23,"2023-04-23 08:00:00","2023-04-23 11:55:00"
EV-230424,event 20233-04-24,"2023-04-24 08:00:00","2023-04-24 10:50:00"
EV-230425,event 20233-04-25,"2023-04-25 08:00:00","2023-04-25 12:35:00"
EV-230426,event 20233-04-26,"2023-04-26 08:30:00","2023-04-26 11:02:00"
EV-230427,event 20233-04-27,"2023-04-27 08:00:00","2023-04-27 10:40:00"
EV-230428,event 20233-04-28,"2023-04-28 08:00:00","2023-04-28 08:04:00"
EV-230429,event 20233-04-29,"2023-04-29 08:12:00","2023-04-29 08:48:00"
EV-230430,event 20233-04-30,"2023-04-30 08:21:00","2023-04-30 08:54:00"
EV-230501,event 20233-05-01,"2023-05-01 08:00:00","2023-05-01 13:40:00"
EV-230503,event 20233-05-03,"2023-05-03 08:00:00","2023-05-03 10:55:00"
EV-230504,event 20233-05-04,"2023-05-04 08:44:00","2023-05-04 09:08:00"
EV-230505,event 20233-05-05,"2023-05-05 08:00:00","2023-05-05 11:00:00"
EV-230506,event 20233-05-06,"2023-05-06 08:12:00","2023-05-06 09:36:00"
EV-230507,event 20233-05-07,"2023-05-07 08:00:00","2023-05-07 11:40:00"
EV-230508,event 20233-05-08,"2023-05-08 08:04:00","2023-05-08 10:24:00"
EV-230509,event 20233-05-09,"2023-05-09 08:09:00","2023-05-09 08:27:00"
EV-230510,event 20233-05-10,"2023-05-10 09:20:00","2023-05-10 10:00:00"
EV-230511,event 20233-05-11,"2023-05-11 08:08:00","2023-05-11 10:00:00"
EV-230512,event 20233-05-12,"2023-05-12 08:02:00","2023-05-12 08:45:00"
EV-230513,event 20233-05-13,"2023-05-13 08:00:00","2023-05-13 11:55:00"
